,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,sunny,cloudy,rainy
2135,好き好き!,SHISHAMO 4,SHISHAMO,2017-02-22,201813,39,2,1,0.601,0.00998,0.85,0.000405,0.0701,-3.545,0.0522,130.041,4,0.798,1,0,0
2136,恋に落ちる音が聞こえたら,SHISHAMO 4,SHISHAMO,2017-02-22,242786,35,10,0,0.535,0.00694,0.812,0.0,0.0852,-3.555,0.032,90.933,4,0.595,1,0,0
2137,ドキドキ,SHISHAMO 5,SHISHAMO,2018-06-20,220960,26,1,1,0.561,0.00225,0.848,2.06e-05,0.344,-3.043,0.0355,137.076,4,0.863,1,0,0
2138,笑顔のおまじない,SHISHAMO 5,SHISHAMO,2018-06-20,230640,25,5,1,0.442,0.00761,0.94,0.0,0.317,-2.253,0.0869,180.141,4,0.711,1,0,0
2139,君の大事にしてるもの,SHISHAMO 6,SHISHAMO,2020-01-29,297853,26,1,0,0.381,0.0298,0.885,1.24e-06,0.0646,-3.517,0.0354,95.757,4,0.855,1,0,0
2140,ハネノバシ,SHISHAMO 6,SHISHAMO,2020-01-29,305453,19,1,1,0.705,0.00866,0.677,1.04e-06,0.0918,-5.207,0.0306,130.027,4,0.886,1,0,0
2141,フェイバリットボーイ,SHISHAMO 6,SHISHAMO,2020-01-29,267866,31,2,0,0.789,0.0185,0.496,4.1e-06,0.111,-5.687,0.033,130.0,4,0.788,1,0,0
2142,キスをちょうだい,SHISHAMO 6,SHISHAMO,2020-01-29,247533,22,1,0,0.693,0.0407,0.691,0.0,0.134,-4.241,0.0302,127.987,4,0.551,1,0,0
2143,ラッキースター,FOOLs,go!go!vanillas,2017-07-26,259866,42,0,1,0.574,0.227,0.853,0.0,0.0848,-2.849,0.039,107.028,4,0.764,1,0,0
2144,洗濯機と君とラヂオ,CHOSYOKU,Macaroni Empitsu,2017-12-07,231406,58,6,0,0.519,0.00658,0.895,0.0,0.246,-3.656,0.0527,164.846,4,0.739,1,0,0
2145,天使とスーパーカー,ひかれあい,Ayano Kaneko,2017-04-26,218333,37,2,1,0.763,0.0892,0.707,0.0,0.0949,-5.06,0.0318,112.816,4,0.908,1,0,0
2146,あつまれ!パーティーピーポー,We love Tank-top,Yabai T-Shirts Yasan,2016-11-02,192320,46,2,1,0.486,0.0785,0.946,0.0,0.128,-0.721,0.174,164.077,4,0.562,1,0,0
2147,1/6の夢旅人,1/6の夢旅人2002(オリジナル)/ 1/6の夢旅人,Ryoichi Higuchi,2017,297920,0,4,1,0.637,0.00483,0.879,4.06e-05,0.306,-5.275,0.0605,116.01,4,0.782,1,0,0
2148,立ってた,Oi! COME LIVING,THE SESELAGEES,2017-08-02,299706,13,7,1,0.51,0.0039,0.863,2.57e-05,0.352,-5.92,0.145,121.305,4,0.228,1,0,0
2149,youth,Oi! COME LIVING,THE SESELAGEES,2017-08-02,203440,7,9,1,0.475,0.00136,0.939,0.00666,0.0839,-3.079,0.106,111.961,4,0.798,1,0,0
2150,夢中にならないで,モナレコ・コンピ ~夢中にならないで~,Various Artists,2017-07-19,210946,16,4,1,0.624,5.35e-05,0.846,0.0102,0.111,-4.788,0.0268,138.864,4,0.92,1,0,0
2151,LOVEずっきゅん,シフォン主義,Soutaiseiriron,2008-05-08,199293,43,11,0,0.534,0.351,0.945,0.000147,0.16,-3.57,0.0845,149.99,4,0.75,1,0,0
2152,とがる,ひかれあい,Ayano Kaneko,2017-04-26,174720,37,2,1,0.57,0.0048,0.763,7.05e-06,0.109,-5.05,0.031,114.099,4,0.672,1,0,0
2153,カウボーイ,来世はアイドル,Ayano Kaneko,2014-05-14,155746,0,4,1,0.76,0.536,0.68,0.0,0.164,-4.813,0.0304,105.83,4,0.836,1,0,0
2154,星間飛行,キャラクターソング・コレクション FULL OF LOVE!!,中島愛,2020-10-01,233533,37,0,0,0.627,0.00782,0.962,2.02e-06,0.224,-3.466,0.0397,130.991,4,0.853,1,0,0
2155,プラスティック・ラブ,Expressions,Mariya Takeuchi,2008-05-21,294493,48,2,0,0.648,0.0747,0.875,9.64e-05,0.196,-5.141,0.034,102.517,4,0.857,1,0,0
2156,勝手にシンドバッド,熱い胸さわぎ,サザンオールスターズ,1978-08-25,238640,46,4,0,0.536,0.0866,0.87,0.0,0.257,-5.805,0.0841,137.273,4,0.853,1,0,0
2157,Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,83,4,0,0.774,0.152,0.753,0.0,0.0371,-5.446,0.0517,119.002,4,0.896,2,0,0
2158,Uptown Girl,The Essential Billy Joel,Billy Joel,2001-10-02,194866,63,4,1,0.696,0.0736,0.943,0.0,0.653,-2.962,0.043,129.002,4,0.832,2,0,0
2159,FAKE LOVE/,LOVE/LIKE/HATE,eill,2020-11-04,184269,0,11,1,0.683,0.0825,0.781,0.0,0.158,-5.479,0.207,164.147,4,0.863,1,0,0
2160,リリリピート,フレデリズム,frederic,2016-10-19,273746,37,7,1,0.582,0.00333,0.841,0.00284,0.0742,-3.723,0.197,179.996,4,0.718,1,0,0
2161,Uptown Girl,An Innocent Man,Billy Joel,1983-08-08,197706,80,4,1,0.701,0.0755,0.944,0.0,0.601,-2.986,0.0455,128.993,4,0.792,2,0,0
2162,2002,Speak Your Mind (Deluxe),Anne-Marie,2018-04-27,186986,82,1,0,0.697,0.0372,0.683,0.0,0.137,-2.881,0.117,96.133,4,0.603,1,0,0
2163,Presence V,Presence V,STUTS,2021-06-16,250278,31,6,0,0.636,0.372,0.67,0.0,0.101,-5.735,0.0621,94.04,4,0.382,1,0,0
2164,Lazy Boy,Lazy Boy,Creepy Nuts,2021-06-23,180333,43,11,0,0.798,0.228,0.908,0.0,0.0813,-4.696,0.124,146.95,4,0.741,1,0,0
2165,What a Fool Believes,Minute by Minute,The Doobie Brothers,1978,223866,71,8,0,0.758,0.284,0.378,0.0,0.049,-15.308,0.0449,120.736,4,0.985,1,0,0
2166,青空,どうしたって伝えられないから,aiko,2021-03-03,252893,37,5,0,0.721,0.0426,0.675,0.0,0.32,-6.273,0.0287,103.074,4,0.803,2,0,0
2167,BBIBBI,BBIBBI,IU,2018-10-10,194426,69,7,1,0.839,0.241,0.617,0.0,0.3,-4.692,0.331,143.894,4,0.821,1,0,0
2168,SUMMER TIME LOVE,EXILE LOVE,EXILE,2007-12-12,239880,37,0,1,0.618,0.00667,0.935,4.79e-05,0.254,-3.882,0.0614,115.043,4,0.668,1,0,0
2169,少年時代 - Remastered 2018,ハンサムボーイ,Yosui Inoue,1990,201222,53,9,1,0.395,0.952,0.424,0.0052,0.0701,-6.581,0.0284,83.939,4,0.322,2,1,0
2170,真夜中のドア〜stay with me,松原みき ベスト・コレクション,Miki Matsubara,2008-07-16,312293,46,5,1,0.658,0.176,0.747,8.49e-06,0.0789,-6.615,0.0431,108.259,4,0.792,1,0,0
2171,Listen to the Music,Best of The Doobies,The Doobie Brothers,1976-10-29,227173,58,1,0,0.643,0.214,0.526,4.21e-06,0.069,-15.147,0.0349,105.922,4,0.881,1,0,0
2172,Don't Worry Be Happy,The Collection,Bobby McFerrin,1997-01-01,292400,67,11,1,0.681,0.881,0.163,7.62e-05,0.0688,-22.597,0.165,69.283,4,0.771,1,0,0
2173,Summer Paradise (feat. Taka from One OK Rock),Summer Paradise (feat. Taka from One OK Rock),Simple Plan,2013-03-20,234106,39,2,1,0.488,0.0291,0.824,0.0,0.115,-4.474,0.038,85.888,4,0.79,1,0,0
2174,Traffic Jam,Traffic Jam,SPiCYSOL,2019-05-31,221500,40,0,0,0.708,0.0304,0.832,0.0,0.277,-4.242,0.0703,121.022,4,0.76,1,0,0
2175,Together - EXILE CATCHY BEST,EXILE CATCHY BEST,EXILE,2008-03-26,265133,42,0,0,0.68,0.0469,0.896,1.19e-05,0.0536,-4.678,0.0339,112.002,4,0.846,1,0,0
2176,feel my soul,FROM ME TO YOU,YUI,2006-02-22,228666,43,5,1,0.414,0.17,0.798,0.0,0.16,-4.236,0.0462,184.039,4,0.502,1,0,0
2177,Around The World,thank you,Monkey Majik,2006-05-24,222013,44,11,0,0.631,0.00833,0.904,0.0,0.355,-3.856,0.0531,97.028,4,0.941,2,0,0
2178,世界はそれを愛と呼ぶんだぜ(アルバムバージョン),サンボマスター 究極ベスト,Sambomaster,2006,311160,33,9,1,0.305,5.12e-05,0.866,1.14e-06,0.176,-3.966,0.0542,141.767,4,0.57,1,0,0
2179,milk,BABY,aiko,2010-03-31,258040,34,8,0,0.612,0.0795,0.826,3.05e-05,0.278,-3.776,0.0315,113.935,4,0.682,1,0,0
2180,シアワセ,秘密,aiko,2008-04-02,325133,41,0,0,0.518,0.0237,0.849,0.0,0.364,-6.377,0.0311,97.041,4,0.784,1,0,0
2181,エジソン,招き猫 / エジソン,WEDNESDAY CAMPANELLA,2022-02-25,193510,60,1,0,0.838,0.0195,0.729,0.0089,0.101,-5.733,0.0802,129.999,4,0.619,2,1,0
2182,うまぴょい伝説,『ウマ娘 プリティーダービー』WINNING LIVE 01,Various Artists,2021-03-17,269533,50,4,0,0.511,0.175,0.97,2.26e-05,0.32,-3.797,0.299,169.935,4,0.459,1,0,0
2183,ふたりの夏物語 NEVER ENDING SUMMER,杉山清貴&オメガトライブ 35TH ANNIVERSARY オール・シングルス+カマサミ・コング DJスペシャル&モア,Kiyotaka Sugiyama,2018-04-25,241346,29,2,0,0.647,0.299,0.818,2.98e-05,0.0375,-6.376,0.0401,156.703,4,0.736,1,0,0
2184,世界でいちばん熱い夏,STAR BOX EXTRA PRINCESS PRINCESS,PRINCESS PRINCESS,2001,225493,54,9,1,0.674,0.103,0.91,0.000492,0.108,-6.282,0.0705,147.947,4,0.411,1,0,0
2185,あいにいきたい,あいにいきたい,TELE-PLAY,2020-06-30,200592,38,11,1,0.737,0.0365,0.516,8.7e-06,0.142,-7.419,0.0347,91.782,4,0.784,1,0,0
2186,I gotta go,I gotta go,GeG,2020-03-04,312972,50,3,1,0.494,0.642,0.566,0.0,0.342,-6.97,0.0308,148.01,4,0.353,1,0,0
2187,怪獣の花唄,怪獣の花唄,Vaundy,2020-05-11,224806,0,2,1,0.425,0.00361,0.939,0.0,0.331,-3.498,0.054,150.015,4,0.638,3,1,0
2188,Fight me feat. yonkey,19FACT,空音,2020-06-24,196000,32,9,1,0.842,0.0606,0.799,0.0,0.214,-5.544,0.252,115.001,4,0.706,1,0,0
2189,ココロオドル,Good Luck Charm,kiki vivi lily,2020-12-11,197807,37,4,0,0.791,0.0456,0.706,3.95e-06,0.0632,-6.592,0.0478,110.994,4,0.437,1,0,0
2190,お別れの歌,fam fam,never young beach,2016-06-08,193587,44,8,1,0.473,0.185,0.81,0.0163,0.134,-4.639,0.0324,98.012,4,0.809,1,0,0
2191,らしくもなくたっていいでしょう,TOPAZ,TOMOO,2020-08-12,167737,34,8,1,0.789,0.0702,0.618,0.0,0.0416,-3.52,0.0422,123.974,4,0.618,1,0,0
2192,Baby I'm a star,Make you happy,NiziU,2020-06-30,159493,0,7,1,0.73,0.0567,0.985,0.0151,0.199,-1.394,0.0443,153.921,4,0.96,1,0,0
2193,Step and a step,Step and a step,NiziU,2020-11-25,201720,53,0,1,0.844,0.184,0.851,8.53e-05,0.0754,-3.762,0.0494,116.038,4,0.541,1,0,0
2194,ESCAPADE,エスカパレード,Official HIGE DANdism,2018-04-11,262685,53,7,0,0.609,0.0138,0.922,0.0,0.114,-1.7,0.0323,132.013,4,0.741,1,0,0
2195,香水,すっからかん,Eito,2020-12-24,255226,56,3,1,0.85,0.824,0.34,0.0,0.0882,-7.37,0.042,121.759,4,0.774,1,0,0
2196,パプリカ,STRAY SHEEP,Kenshi Yonezu,2020-08-05,202666,0,2,1,0.758,0.303,0.554,0.0,0.126,-7.249,0.0412,103.003,4,0.459,1,0,0
2197,ライナウ,すっからかん,Eito,2020-12-24,218253,30,4,0,0.615,0.0454,0.811,0.0,0.24,-5.107,0.0298,135.987,4,0.751,1,0,0
2198,1・2・3,1・2・3,After the Rain,2019-12-15,299392,53,0,1,0.423,0.124,0.973,0.0,0.333,-2.634,0.134,182.085,4,0.535,1,0,0
2199,紅蓮華,紅蓮華,LiSA,2019-07-03,238586,1,4,0,0.544,0.00336,0.979,0.000116,0.0775,-2.8,0.153,135.001,4,0.31,1,0,0
2200,スーパースター - アニメオープニングバージョン,スーパースター,Ketsumeishi,2020-11-04,65266,25,0,1,0.66,0.0727,0.986,0.0,0.246,-3.47,0.111,129.959,4,0.229,1,0,0
2201,ワタリドリ,ALXD,[Alexandros],2015-06-17,248706,64,9,1,0.508,0.00141,0.964,0.0,0.197,-4.077,0.0831,134.982,4,0.609,1,0,0
2202,夜に駆ける,THE BOOK,YOASOBI,2021-01-06,258838,76,8,1,0.663,0.00299,0.871,1.8e-06,0.337,-5.287,0.03,130.025,4,0.826,2,1,0
2203,群青,THE BOOK,YOASOBI,2021-01-06,248026,74,10,1,0.725,0.305,0.853,0.0,0.115,-3.193,0.0516,134.991,4,0.707,2,1,0
2204,シャラララ - TVサイズ,TVアニメ「もっと! まじめにふまじめ かいけつゾロリ」ゼッコーチョーサントラだぜ! 1,Kohei Tanaka,2020-09-30,89920,7,0,1,0.753,0.153,0.675,0.0,0.208,-8.125,0.0406,127.877,4,0.693,1,0,0
2205,春泥棒,春泥棒,ヨルシカ,2021-01-09,290289,63,5,1,0.762,0.103,0.595,4.71e-05,0.115,-6.777,0.0445,125.047,4,0.858,2,1,0
2206,正しくなれない,ぐされ,ZUTOMAYO,2021-02-10,240066,57,5,1,0.648,0.036,0.679,5.46e-06,0.127,-3.959,0.0361,118.67,4,0.484,1,0,0
2207,Loyal Brave True,Mulan (Original Motion Picture Soundtrack),Harry Gregson-Williams,2020-09-04,166199,23,8,1,0.592,0.601,0.39,0.0,0.106,-9.286,0.0346,142.983,3,0.477,1,0,0
2208,Lead the Way,Raya and the Last Dragon (Original Motion Picture Soundtrack),James Newton Howard,2021-02-26,223835,21,4,1,0.546,0.477,0.704,0.0,0.0892,-5.154,0.044,101.005,4,0.328,1,0,0
2209,創造,創造,Gen Hoshino,2021-02-17,234166,53,10,0,0.724,0.00617,0.808,0.000199,0.315,-4.877,0.0756,95.007,4,0.836,1,0,0
2210,ピース オブ ケーク,ピース オブ ケーク,Eito,2021-03-19,197026,27,4,1,0.757,0.169,0.569,0.0,0.118,-7.022,0.03,103.923,4,0.763,1,0,0
2211,Birthday,Birthday / 君と重ねたモノローグ,Mr.Children,2020-03-04,283369,0,4,1,0.505,0.0276,0.778,0.00583,0.16,-9.606,0.0465,150.977,4,0.47,1,0,0
2212,タッタ,「謳おう」EP,YUZU,2017-06-21,229120,47,9,0,0.539,0.376,0.81,0.0,0.0692,-4.375,0.0922,177.065,4,0.851,1,0,0
2213,One Last Kiss,One Last Kiss,Hikaru Utada,2021-03-09,252026,65,8,0,0.592,0.692,0.54,0.00187,0.0965,-11.249,0.0587,111.955,4,0.354,1,0,0
2214,廻廻奇譚,廻廻奇譚,Eve,2020-10-03,219234,58,5,0,0.565,0.0128,0.919,0.0,0.292,-3.378,0.0898,92.325,4,0.565,2,1,0
2215,千本桜,ハラミ定食〜Streetpiano Collection〜,HARAMIchan,2020-07-01,286733,25,2,0,0.24,0.67,0.529,0.696,0.17,-9.705,0.0316,160.093,4,0.685,1,0,0
2216,Way Back Home,Take,SHAUN,2018-06-27,214136,71,10,1,0.745,0.405,0.739,0.000183,0.127,-4.591,0.0327,99.913,4,0.556,1,0,0
2217,Who are you?,Who are you? / 星座して二人,PELICAN FANCLUB,2021-09-01,209826,36,1,1,0.415,0.00395,0.932,0.0,0.0168,-2.923,0.0588,92.534,4,0.535,1,0,0
2218,世界はあなたに笑いかけている,Flava,Little Glee Monster,2019-01-16,232773,52,8,1,0.789,0.434,0.888,0.0,0.155,-3.024,0.101,120.957,4,0.763,1,0,0
2219,ベテルギウス,ベテルギウス,Yuuri,2021-11-04,230393,67,5,1,0.432,0.199,0.68,0.0,0.481,-4.839,0.0431,180.002,4,0.685,2,0,0
2220,三原色,三原色,YOASOBI,2021-07-02,224066,64,5,0,0.443,0.128,0.893,0.0,0.328,-3.496,0.154,127.999,4,0.826,4,2,0
2221,大正浪漫,大正浪漫,YOASOBI,2021-09-15,168461,58,1,0,0.657,0.122,0.926,0.0,0.263,-2.938,0.042,129.999,4,0.881,1,0,0
2222,Cold Heart - PNAU Remix,The Lockdown Sessions,Elton John,2021-10-22,202735,84,1,1,0.795,0.0354,0.8,7.25e-05,0.0915,-6.32,0.0309,116.032,4,0.934,1,0,0
2223,サイダーのように言葉が湧き上がる,サイダーのように言葉が湧き上がる,never young beach,2020-05-13,206800,45,4,1,0.796,0.268,0.526,1.41e-05,0.17,-11.087,0.0301,102.032,4,0.962,1,0,0
2224,あんなつぁ,ROMANTIC LOVE,ROMANKAKUMEI,2020-07-22,315164,34,7,1,0.553,0.5,0.602,0.00011,0.386,-5.608,0.026,77.54,4,0.481,1,0,0
2225,恋は永遠,恋は永遠,GING NANG BOYZ,2017-09-27,280480,38,10,1,0.359,7.3e-05,0.907,0.0,0.138,-1.951,0.0495,130.953,4,0.414,1,0,0
2226,栞,泣きたくなるほど嬉しい日々に,Creep Hyp,2018-09-26,261546,63,6,1,0.505,0.0117,0.883,0.0,0.0578,-3.094,0.0481,100.496,4,0.666,1,0,0
2227,Sunrise&Sunset,革命,andymori,2011-06-08,210320,0,9,1,0.584,0.00733,0.937,0.0,0.103,-4.301,0.0306,108.963,4,0.939,1,0,0
2228,ベンガルトラとウィスキー,andymori,andymori,2009-02-04,158053,0,6,0,0.439,0.000318,0.881,9.05e-06,0.155,-4.454,0.064,159.722,4,0.678,1,0,0
2229,怪獣の花唄,strobo,Vaundy,2020-05-27,224806,0,2,1,0.425,0.00361,0.939,0.0,0.331,-3.498,0.054,150.015,4,0.638,3,1,0
2230,常夜燈,常夜燈,PEOPLE 1,2020-07-28,264719,48,10,1,0.811,0.491,0.383,0.00013,0.111,-7.335,0.0635,98.997,4,0.619,1,0,0
2231,風になる,恋恋風歌,Tsuji Ayano,2003-05-21,276600,57,0,1,0.641,0.239,0.669,3e-06,0.117,-5.558,0.0318,134.925,4,0.55,1,0,0
2232,わがまま,TEEN TEEN TEEN,KALMA,2020-03-04,150866,50,11,1,0.684,0.0652,0.798,0.0,0.0388,-3.409,0.0511,101.827,4,0.532,1,0,0
2233,陽,泣きたくなるほど嬉しい日々に,Creep Hyp,2018-09-26,257186,47,8,1,0.537,0.00823,0.711,0.0,0.278,-4.285,0.0275,93.037,4,0.552,1,0,0
2234,愛してやまない音楽を,光,andymori,2012-05-02,157066,0,0,1,0.434,0.112,0.825,0.0,0.274,-4.834,0.0576,103.599,4,0.821,1,0,0
2235,Bye by me,strobo,Vaundy,2020-05-27,242415,0,0,1,0.634,0.375,0.655,1.41e-05,0.109,-4.333,0.0229,96.016,4,0.691,2,1,0
2236,short hair,新呼吸,Base Ball Bear,2011-11-04,261640,44,8,1,0.342,2.67e-05,0.922,6.06e-06,0.0587,-3.76,0.0628,152.004,4,0.618,1,0,0
2237,トーチソング,がらんどう,ZOOKARADERU,2020-09-23,277706,30,4,1,0.596,0.0188,0.889,2.42e-06,0.151,-5.335,0.0429,130.845,4,0.758,1,0,0
2238,アカシア,アカシア,BUMP OF CHICKEN,2020-09-30,262106,57,7,1,0.469,0.0244,0.929,0.0,0.0574,-2.971,0.0339,139.99,4,0.578,1,0,0
2239,グランドエスケープ - Movie edit,天気の子,RADWIMPS,2019-07-19,188066,48,4,1,0.461,0.486,0.423,0.00118,0.137,-9.161,0.0369,146.061,4,0.546,1,0,0
2240,自転車に乗って,fam fam,never young beach,2016-06-08,190478,27,4,1,0.611,0.0401,0.835,0.000568,0.094,-6.811,0.0352,119.937,4,0.823,1,0,0
2241,"OK, Cheers!",POWER,chelmico,2018-08-08,279390,27,0,0,0.575,0.0564,0.741,0.0,0.478,-4.91,0.102,205.756,4,0.822,1,0,0
2242,北上のススメ,ZOO!!,ネクライトーキー,2020-01-29,221760,0,2,1,0.757,0.109,0.824,1.78e-05,0.086,-3.743,0.132,144.149,4,0.79,1,0,0
2243,恋する季節,ロックンロール イズ ノットデッド,Sambomaster,2012-07-11,203355,30,9,1,0.496,0.00142,0.982,1.35e-06,0.077,-3.568,0.127,94.246,4,0.732,1,0,0
2244,明日もこの世は回るから,明日もこの世は回るから,Mega Shinnosuke,2019-11-01,222625,22,9,1,0.506,0.113,0.867,0.0,0.0382,-2.534,0.149,117.947,4,0.633,1,0,0
2245,SWEET TWEET,ラブとピースは君の中,Official HIGE DANdism,2015-04-22,295373,51,2,0,0.596,0.0121,0.924,0.0,0.0511,-1.766,0.0512,133.552,4,0.762,1,0,0
2246,Crazy Crazy,YELLOW DANCER,Gen Hoshino,2015-12-02,214266,46,1,1,0.544,0.181,0.93,0.0,0.103,-4.631,0.062,115.856,4,0.552,2,0,1
2247,憂、燦々,吹き零れる程のI、哀、愛,Creep Hyp,2013-07-24,250911,55,7,1,0.582,0.00167,0.829,0.0,0.0963,-3.713,0.0284,109.99,4,0.835,2,1,0
2248,夢みるドブネズミ,ZOO!!,ネクライトーキー,2020-01-29,199733,0,0,1,0.594,0.226,0.852,0.0,0.0341,-2.419,0.0934,175.223,4,0.659,1,0,0
2249,ミラクルをキミとおこしたいんです,終わらないミラクルの予感アルバム,Sambomaster,2013-10-09,209601,42,0,1,0.528,0.00406,0.942,1.03e-06,0.313,-3.258,0.283,165.93,4,0.712,1,0,0
2250,Hello Song,POP VIRUS,Gen Hoshino,2018-12-19,254133,49,7,1,0.607,0.000209,0.887,7.26e-06,0.285,-2.601,0.042,121.953,4,0.889,1,0,0
2251,こんがらがった!,ONE!,ネクライトーキー,2018-12-05,241560,38,2,1,0.647,0.11,0.98,2.9e-05,0.0436,-2.324,0.0827,149.989,4,0.812,1,0,0
2252,異端なスター,レポート,Official HIGE DANdism,2017-04-19,288066,54,8,1,0.57,0.00157,0.758,0.0,0.367,-3.997,0.0323,97.959,4,0.707,1,0,0
2253,水流のロック,瞼瞼,Natsuko Nisshoku,2014-08-20,179173,4,11,1,0.693,0.714,0.633,5.05e-05,0.149,-4.947,0.0338,150.043,4,0.894,1,0,0
2254,地獄でなぜ悪い,YELLOW DANCER,Gen Hoshino,2015-12-02,221266,46,7,1,0.652,0.205,0.894,0.0,0.331,-4.306,0.0601,127.067,4,0.892,1,0,0
2255,シャツを洗えば - くるりとユーミン,言葉にならない、笑顔を見せてくれよ,Quruli,2010-09-08,248300,36,9,1,0.509,0.00117,0.843,0.0214,0.095,-6.196,0.0393,127.848,4,0.749,1,0,0
2256,あしたてんきになれ,to the MOON e.p.,Yogee New Waves,2019-12-04,232770,23,9,1,0.677,0.00204,0.693,0.00268,0.104,-5.188,0.0283,96.979,4,0.949,2,0,1
2257,アニー,ズーカラデル,ZOOKARADERU,2019-07-10,298800,0,2,1,0.577,0.00567,0.889,6.77e-06,0.167,-3.533,0.0558,129.982,4,0.621,1,0,0
2258,キルミー,週末を待ちくたびれて,SUNNY CAR WASH,2017-11-08,154333,0,10,1,0.285,0.000152,0.914,0.0,0.338,-5.679,0.123,200.163,4,0.351,1,0,0
2259,NO MORE MUSIC,10'S BEST,OKAMOTO'S,2020-04-15,227680,18,9,1,0.708,0.000116,0.831,3.95e-06,0.17,-4.977,0.0248,106.028,4,0.695,1,0,0
2260,真っ赤な空を見ただろうか,present from you,BUMP OF CHICKEN,2008-06-18,240946,36,8,1,0.549,0.0307,0.88,0.00123,0.245,-3.035,0.0309,110.052,4,0.8,1,0,0
2261,おなじ話,FOLK,Humbert Humbert,2016-06-08,270709,0,2,1,0.716,0.868,0.157,0.0,0.0584,-10.939,0.029,102.005,4,0.454,1,0,0
2262,グッバイ来世でまた会おう,グッバイ来世でまた会おう,INNER JOURNEY,2021-03-24,241846,33,0,1,0.701,0.245,0.762,5.8e-05,0.343,-8.566,0.0279,129.93,4,0.906,1,0,0
2263,檸檬の日々,檸檬の日々,WurtS,2021-03-17,157318,43,7,1,0.656,0.0394,0.717,2.45e-06,0.0397,-3.325,0.113,147.988,4,0.967,1,0,0
2264,メロンソーダ,どうしたって伝えられないから,aiko,2021-03-03,329386,39,5,0,0.412,0.0195,0.767,0.0,0.114,-4.921,0.0483,183.823,4,0.511,1,0,0
2265,クリームソーダ,クリームソーダ,INNER JOURNEY,2020-03-18,210139,35,0,1,0.665,0.00149,0.667,0.0,0.615,-10.1,0.0275,107.549,4,0.901,1,0,0
2266,ひとりの夜を抜け,ひとりの夜を抜け,Lucky Kilimanjaro,2018-11-21,181588,39,4,1,0.653,0.0176,0.742,0.0,0.212,-7.084,0.0324,122.031,4,0.74,1,0,0
2267,分かってないよ,分かってないよ,WurtS,2021-05-05,209037,57,2,1,0.429,0.000219,0.919,0.000143,0.347,-4.087,0.0681,149.971,4,0.527,3,1,0
2268,ハッピー・ジャムジャム (Cover),他褌,小林私,2020-10-28,165258,19,3,1,0.788,0.469,0.761,1.05e-05,0.165,-5.676,0.131,116.07,4,0.656,1,0,0
2269,なにをやってもあかんわ,SAITAMA,Okazaki Taiiku,2019-01-09,153133,43,8,1,0.646,0.014,0.896,0.0,0.303,-4.49,0.0924,124.992,4,0.87,1,0,0
2270,なないろ,なないろ,BUMP OF CHICKEN,2021-05-18,259877,58,9,1,0.593,0.0178,0.862,0.0,0.101,-4.347,0.0299,124.978,4,0.84,1,0,0
2271,O&O,人間開花,RADWIMPS,2016-11-23,273880,47,0,1,0.663,0.301,0.53,6.85e-05,0.0949,-5.553,0.0446,164.034,4,0.721,1,0,0
2272,解夏,MAGICAL SOUP,WurtS,2021-06-09,182271,42,8,0,0.572,0.00192,0.822,0.00515,0.109,-4.013,0.113,127.99,4,0.95,1,0,0
2273,benefits,benefits,Vaundy,2021-06-12,246000,0,0,1,0.479,0.0565,0.487,0.000116,0.0782,-9.181,0.0335,179.943,4,0.52,1,0,0
2274,夜天,夜天,QUEEN BEE,2021-01-13,239893,40,5,1,0.507,0.0323,0.753,2.49e-06,0.363,-4.37,0.0457,127.854,4,0.582,1,0,0
2275,アイミル,アイミル,中村佳穂,2021-06-02,225447,0,9,1,0.911,0.139,0.568,4.06e-06,0.109,-6.009,0.162,100.02,4,0.76,1,0,0
2276,君は天然色,君は天然色,Sakura Fujiwara,2021-05-18,271166,41,5,0,0.504,0.0588,0.738,0.0,0.0931,-5.582,0.0318,140.003,4,0.758,1,0,0
2277,リトルダンサー feat. Ito (PEOPLE 1),リトルダンサー feat. Ito (PEOPLE 1),WurtS,2021-08-18,195002,44,5,0,0.529,0.0311,0.942,0.0,0.165,-1.407,0.0602,120.024,4,0.683,1,0,0
2278,Never Really Over,Never Really Over,Katy Perry,2019-05-31,223523,72,8,1,0.77,0.194,0.882,0.0,0.316,-4.792,0.0602,99.991,4,0.385,1,0,0
2279,Say So (feat. Nicki Minaj),Say So (feat. Nicki Minaj),Doja Cat,2020-05-01,206220,65,11,0,0.856,0.119,0.641,4.97e-06,0.427,-4.64,0.204,111.004,4,0.745,1,0,0
2280,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,174000,90,0,1,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,0.557,2,1,0
2281,Rumors,Rumors,Jake Miller,2015-07-08,186102,59,1,0,0.883,0.134,0.712,0.0,0.106,-4.769,0.0465,120.022,4,0.825,1,0,0
2282,Post Malone (feat. RANI),Magnets EP,Sam Feldt,2019-05-24,174444,69,7,1,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,107.356,4,0.651,1,0,0
2283,ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,163636,79,6,0,0.621,0.0522,0.601,0.0,0.46,-5.616,0.148,116.735,5,0.457,1,0,0
